Match,Result,,,,,Event,Edition,Date/time,Round/game,Restreamer/location,,HW,AW,HM,AM,,,
680,KORYAN,3,0,SQR,,CTM Masters,January 2019,05/01/2019 20:00:00,Semi-Final,Vandweller,,1,0,39,18,,PETER (CANADA),MILO
681,KORYAN,3,2,GREENTEA,,CTM Masters,January 2019,05/01/2019 20:20:00,Final,Vandweller,,1,0,40,26,,PETER NG,MINERTYLER
682,VORAP,2,0,GARION,,AGDQ,2019,08/01/2019 23:30:00,Round 1,"Bloomington, Minnesota",,1,0,1,5,,PEYTON,MINGO
683,ADIRONDACK,0,2,NESCARD,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,0,1,1,4,,PHAMTOM,MINGSHIN
684,BBFORKY,1,2,WHODIS,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,0,1,3,1,,PICKLE,MIRCRON
685,DARKARIES,0,2,ICEFOX,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,0,1,1,1,,PICKLESPEARS,MISSCLICKER
686,DEATHTAXES,0,2,WMD_88,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,0,1,1,13,,PIEPUSHER,MISTEC43
687,FFRPRO21,2,1,VORAP,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,1,0,9,2,,PIKASTAR,MISTETRIS
688,MEOWMIXMIX,0,2,XARNAX42,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,0,1,1,4,,PINGO,MITCHELL
689,MITHICAL9,2,0,DENIS1080,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,1,0,1,1,,PINILLAR,MITHICAL9
690,PIEPUSHER,2,0,DARKFOX36,,AGDQ,2019,09/01/2019 00:00:00,Round 2,"Bloomington, Minnesota",,1,0,6,1,,PISSARSE,MITOLEX
691,FFRPRO21,0,2,WMD_88,,AGDQ,2019,09/01/2019 01:00:00,Round 3,"Bloomington, Minnesota",,0,1,10,14,,PIW,MLECZAK
692,NESCARD,2,1,ICEFOX,,AGDQ,2019,09/01/2019 01:00:00,Round 3,"Bloomington, Minnesota",,1,0,5,2,,PIXELANDY,MOHAMMAD
693,PIEPUSHER,0,2,XARNAX42,,AGDQ,2019,09/01/2019 01:00:00,Round 3,"Bloomington, Minnesota",,0,1,7,5,,PIXELANDY (DAS),MOJA
694,WHODIS,0,2,MITHICAL9,,AGDQ,2019,09/01/2019 01:00:00,Round 3,"Bloomington, Minnesota",,0,1,2,2,,PIXELATC,MONDAY
695,ADIRONDACK,2,1,VORAP,,AGDQ,2019,09/01/2019 02:00:00,Losers Round 4,"Bloomington, Minnesota",,1,0,2,3,,PJ290,MONKEY YO
696,ICEFOX,1,2,FFRPRO21,,AGDQ,2019,09/01/2019 02:00:00,Losers Round 4,"Bloomington, Minnesota",,0,1,3,11,,PKD,MOODEUCE
697,WMD_88,1,2,NESCARD,,AGDQ,2019,09/01/2019 02:00:00,Round 4,"Bloomington, Minnesota",,0,1,15,6,,PLUTO,MOON
698,XARNAX42,2,1,MITHICAL9,,AGDQ,2019,09/01/2019 02:00:00,Round 4,"Bloomington, Minnesota",,1,0,6,3,,PMYA,MORELANDO
699,MITHICAL9,2,0,FFRPRO21,,AGDQ,2019,09/01/2019 02:30:00,Losers Round 5,"Bloomington, Minnesota",,1,0,4,12,,POET13,MORKOS
700,WMD_88,2,0,ADIRONDACK,,AGDQ,2019,09/01/2019 02:30:00,Losers Round 5,"Bloomington, Minnesota",,1,0,16,3,,POKENERD,MOULIS64
701,MITHICAL9,2,0,WMD_88,,AGDQ,2019,09/01/2019 03:00:00,Losers Round 6,"Bloomington, Minnesota",,1,0,5,17,,POLICYCHANGES,MR_CLYDE
702,NESCARD,2,0,XARNAX42,,AGDQ,2019,09/01/2019 03:00:00,Round 5,"Bloomington, Minnesota",,1,0,7,7,,POLIDON,MRDUGGY
703,XARNAX42,0,2,MITHICAL9,,AGDQ,2019,09/01/2019 04:00:00,Losers Round 7,"Bloomington, Minnesota",,0,1,8,6,,POLLO,MRFAQ
704,NESCARD,1,2,MITHICAL9,,AGDQ,2019,09/01/2019 04:30:00,Final,"Bloomington, Minnesota",,0,1,8,7,,POO_DIEPIO,MRHELDIN
705,NESCARD,2,0,MITHICAL9,,AGDQ,2019,09/01/2019 05:00:00,Final Replay,"Bloomington, Minnesota",,1,0,9,8,,POOCHY,MRSHADOW
706,JJ,2,0,AGAMESCOUT,,CTM Community,January 2019,12/01/2019 18:00:00,Round 1,Vandweller,,1,0,1,6,,POOP_CAT,MRSWARTT
707,NINER80,2,1,NOEL,,CTM Community,January 2019,12/01/2019 18:00:00,Round 1,Vandweller,,1,0,1,7,,POOPYOLDHAG,MS_DROP
708,HEZZULI,2,1,SCOTTOBOZO,,CTM Community,January 2019,12/01/2019 18:20:00,Round 1,Vandweller,,1,0,19,1,,PORTALLL,MSON
709,KOIRO,2,0,GOEL,,CTM Community,January 2019,12/01/2019 18:20:00,Round 1,Vandweller,,1,0,4,1,,POTATOSEAN,MT
710,ERIS,2,0,ALLY_OK,,CTM Community,January 2019,12/01/2019 18:40:00,Round 1,Vandweller,,1,0,8,9,,POULFA,MUFFYIO
711,Z_WING,2,0,BEASTINSHEN,,CTM Community,January 2019,12/01/2019 18:40:00,Round 1,Vandweller,,1,0,1,1,,POWERSLIDE,MUTIGION
712,D LO,2,1,CROWHUNTT,,CTM Community,January 2019,12/01/2019 19:00:00,Round 1,Vandweller,,1,0,1,3,,PRETZEL,MUUNAS
713,TBRICKS,2,0,MICWOJ,,CTM Community,January 2019,12/01/2019 19:00:00,Round 1,Vandweller,,1,0,16,1,,PRIMERTECH,MWK
714,FRAMEDUMP,2,0,JOHN_8100,,CTM Community,January 2019,12/01/2019 19:20:00,Round 1,Vandweller,,1,0,10,1,,PRINCE FLUFFY,MYLES
715,VANDWELLER,2,0,NANSUCHAO,,CTM Community,January 2019,12/01/2019 19:20:00,Round 1,Vandweller,,1,0,7,1,,PROCYON,MYLES (DAS)
716,8888Q,2,0,NEOTRISSS,,CTM Community,January 2019,12/01/2019 19:40:00,Round 1,Vandweller,,1,0,1,8,,PROFESSOR_L,NADA
717,FRIDAYWITCH,2,1,OOFED,,CTM Community,January 2019,12/01/2019 19:40:00,Round 1,Vandweller,,1,0,13,4,,PSASZ100,NADERAGE
718,LASTAROT,2,1,LANA,,CTM Community,January 2019,12/01/2019 20:00:00,Round 1,Vandweller,,1,0,8,5,,PUMIS,NANSUCHAO
719,MOODEUCE,2,1,JAZZTHIEF,,CTM Community,January 2019,12/01/2019 20:00:00,Round 1,Vandweller,,1,0,2,16,,PUMMYZOI,NATHAN GRAYBEAL
720,LASTAROT,2,0,Z_WING,,CTM Community,January 2019,12/01/2019 20:20:00,Round 2,Vandweller,,1,0,9,2,,PUMPYHEART,NATHAN Y
721,TBRICKS,2,1,VANDWELLER,,CTM Community,January 2019,12/01/2019 20:20:00,Round 2,Vandweller,,1,0,17,8,,PUPPYBALL,NAVIA
722,ERIS,2,0,FRIDAYWITCH,,CTM Community,January 2019,12/01/2019 20:40:00,Round 2,Vandweller,,1,0,9,14,,PYREK,NDDK
723,FRAMEDUMP,2,0,8888Q,,CTM Community,January 2019,12/01/2019 20:40:00,Round 2,Vandweller,,1,0,11,2,,QOMBAT,NEMESIS
724,D LO,2,0,HEZZULI,,CTM Community,January 2019,12/01/2019 21:00:00,Round 2,Vandweller,,1,0,2,20,,QUAID,NENU
725,NINER80,2,1,DARTHDREDZ,,CTM Community,January 2019,12/01/2019 21:00:00,Round 2,Vandweller,,1,0,2,15,,QUETRISTE,NEOTRISSS
726,JJ,2,0,MOODEUCE,,CTM Community,January 2019,12/01/2019 21:20:00,Round 2,Vandweller,,1,0,2,3,,RADMIR,NERDTHEBOX
727,JJ,2,0,D LO,,CTM Community,January 2019,12/01/2019 21:40:00,Quarter-Final,Vandweller,,1,0,3,3,,RADUX,NERDZZZZZ
728,TBRICKS,2,1,NINER80,,CTM Community,January 2019,12/01/2019 21:40:00,Quarter-Final,Vandweller,,1,0,18,3,,RAHMATIONS,NESCARD
729,ERIS,2,1,FRAMEDUMP,,CTM Community,January 2019,12/01/2019 22:00:00,Quarter-Final,Vandweller,,1,0,10,12,,RAIKOURDR,NESTEVE
730,KOIRO,2,1,LASTAROT,,CTM Community,January 2019,12/01/2019 22:00:00,Quarter-Final,Vandweller,,1,0,5,10,,RAPTA,NEURALG
731,JJ,2,0,TBRICKS,,CTM Community,January 2019,12/01/2019 22:20:00,Semi-Final,Vandweller,,1,0,4,19,,RAUL,NEURO630
732,ERIS,2,1,KOIRO,,CTM Community,January 2019,12/01/2019 22:40:00,Semi-Final,Vandweller,,1,0,11,6,,RCDRONE,NEVANATOR
733,JJ,3,1,ERIS,,CTM Community,January 2019,12/01/2019 23:00:00,Final,Vandweller,,1,0,5,12,,REALLYSATCH,NEWCAT07
734,JOSEPH,2,0,WMD_88,,CTM Masters,February 2019,02/02/2019 18:00:00,Round 1,Vandweller,,1,0,31,18,,REDREOICY,NGC MAN
735,SQR,2,1,NINER80,,CTM Masters,February 2019,02/02/2019 18:00:00,Round 1,Vandweller,,1,0,19,4,,REDSHURT,NICK (MANITOBA)
736,JOEY PARKER,2,0,ADAM,,CTM Masters,February 2019,02/02/2019 18:20:00,Round 1,Vandweller,,1,0,23,10,,REDSTONE,NICKFURY
737,LASTAROT,2,0,MEGARETROMAN,,CTM Masters,February 2019,02/02/2019 18:20:00,Round 1,Vandweller,,1,0,11,22,,REED,NICLINN
738,JANI,2,0,MOHAMMAD,,CTM Masters,February 2019,02/02/2019 18:40:00,Round 1,Vandweller,,1,0,48,22,,REI,NICOLA
739,KORYAN,2,0,JJ,,CTM Masters,February 2019,02/02/2019 18:40:00,Round 1,Vandweller,,1,0,41,6,,REID,NIGHT
740,RICHARD,2,0,LOUIE SKOUIE,,CTM Masters,February 2019,02/02/2019 19:00:00,Round 1,Vandweller,,1,0,1,15,,REMAININGS,NIIWO
741,JOSEPH,2,0,JOEY PARKER,,CTM Masters,February 2019,02/02/2019 19:20:00,Quarter-Final,Vandweller,,1,0,32,24,,REMMEDY,NINER80
742,LASTAROT,2,0,RICHARD,,CTM Masters,February 2019,02/02/2019 19:20:00,Quarter-Final,Vandweller,,1,0,12,2,,REMMY,NINJA
743,KORYAN,2,1,MICROBLIZZ,,CTM Masters,February 2019,02/02/2019 19:40:00,Quarter-Final,Vandweller,,1,0,42,1,,RENS,NISHI
744,SQR,2,0,JANI,,CTM Masters,February 2019,02/02/2019 19:40:00,Quarter-Final,Vandweller,,1,0,20,49,,RESTINGZZZ,NN29
745,KORYAN,3,0,SQR,,CTM Masters,February 2019,02/02/2019 20:00:00,Semi-Final,Vandweller,,1,0,43,21,,REVUP,NOAHDENG
746,JOSEPH,3,1,LASTAROT,,CTM Masters,February 2019,02/02/2019 20:20:00,Semi-Final,Vandweller,,1,0,33,13,,REXION,NOEL
747,JOSEPH,3,2,KORYAN,,CTM Masters,February 2019,02/02/2019 20:40:00,Final,Vandweller,,1,0,34,44,,REYKON,NOLAN
748,CASUALLY PWNING,2,1,OFFWO,,CTM Community,February 2019,09/02/2019 18:00:00,Round 0,Vandweller,,1,0,1,1,,RF3,NOMARCH
749,TEGAMECH,2,0,CHRONOS,,CTM Community,February 2019,09/02/2019 18:00:00,Round 0,Vandweller,,1,0,1,1,,RGGLENNON,NOMORI
750,FRIDAYWITCH,2,0,DRKN1CKERS,,CTM Community,February 2019,09/02/2019 18:20:00,Round 0,Vandweller,,1,0,15,1,,RIB,NOODLE
751,OKTOPUSE,2,0,LANA,,CTM Community,February 2019,09/02/2019 18:20:00,Round 0,Vandweller,,1,0,1,6,,RICCARDO,NOQTURN
752,MOODEUCE,2,0,RONCLI,,CTM Community,February 2019,09/02/2019 18:40:00,Round 1,Vandweller,,1,0,4,6,,RICHARD,NORMAL RTHJK
753,NEOTRISSS,2,1,OKTOPUSE,,CTM Community,February 2019,09/02/2019 18:40:00,Round 1,Vandweller,,1,0,9,2,,RICHARD WOLF VI,NOSKCAJ
754,BEASTINSHEN,2,1,FRIDAYWITCH,,CTM Community,February 2019,09/02/2019 19:00:00,Round 1,Vandweller,,1,0,2,16,,RIGEL PEARCE,NOSSIJEV
755,NOEL,2,1,D LO,,CTM Community,February 2019,09/02/2019 19:00:00,Round 1,Vandweller,,1,0,8,4,,RILEY,NOTOBIII
756,BALAAGE,2,1,CASUALLY PWNING,,CTM Community,February 2019,09/02/2019 19:20:00,Round 1,Vandweller,,1,0,7,2,,RMGBREAD,NOVAWOLF
757,JAZZTHIEF,2,0,ERIS,,CTM Community,February 2019,09/02/2019 19:20:00,Round 1,Vandweller,,1,0,17,13,,ROAVIN,NOWI
758,TEGAMECH,2,0,DARTHDREDZ,,CTM Community,February 2019,09/02/2019 19:40:00,Round 1,Vandweller,,1,0,2,16,,ROBIN MIHARA,NOZTROM
759,BEASTINSHEN,2,1,NOEL,,CTM Community,February 2019,09/02/2019 20:00:00,Quarter-Final,Vandweller,,1,0,3,9,,ROCCORICCI,NTAM117
760,MOODEUCE,2,1,TEGAMECH,,CTM Community,February 2019,09/02/2019 20:00:00,Quarter-Final,Vandweller,,1,0,5,3,,RONCLI,OBELEX
761,AGAMESCOUT,2,0,NEOTRISSS,,CTM Community,February 2019,09/02/2019 20:20:00,Quarter-Final,Vandweller,,1,0,7,10,,ROO,ODINNLOGI
762,BALAAGE,2,0,JAZZTHIEF,,CTM Community,February 2019,09/02/2019 20:20:00,Quarter-Final,Vandweller,,1,0,8,18,,ROOSTR,ODINNLOGI (DAS)
763,MOODEUCE,2,0,AGAMESCOUT,,CTM Community,February 2019,09/02/2019 20:40:00,Semi-Final,Vandweller,,1,0,6,8,,RORRI_M,ODRACHESS
764,BEASTINSHEN,2,1,BALAAGE,,CTM Community,February 2019,09/02/2019 21:00:00,Semi-Final,Vandweller,,1,0,4,9,,RORY,OEUFMEANSEGG
765,BEASTINSHEN,3,0,MOODEUCE,,CTM Community,February 2019,09/02/2019 21:20:00,Final,Vandweller,,1,0,5,7,,ROSS,OFFWO
766,BEN MULLEN,2,0,MEGARETROMAN,,CTM Masters,March 2019,02/03/2019 18:00:00,Round 1,Classictetris,,1,0,48,23,,ROY,OHAY
767,JOSEPH,2,0,AGAMESCOUT,,CTM Masters,March 2019,02/03/2019 18:00:00,Round 1,Classictetris,,1,0,35,9,,ROYSTRANG,OKTOPUSE
768,KORYAN,2,1,JOEY PARKER,,CTM Masters,March 2019,02/03/2019 18:20:00,Round 1,Classictetris,,1,0,45,25,,RUINS,OLDTAPPER
769,MOHAMMAD,2,1,ADAM,,CTM Masters,March 2019,02/03/2019 18:20:00,Round 1,Classictetris,,1,0,23,11,,RURCZAK,OMIO
770,METALBEAST,2,1,RICHARD,,CTM Masters,March 2019,02/03/2019 18:40:00,Round 1,Classictetris,,1,0,20,3,,RVP,ONEPOUNDBOBBY
771,NINER80,2,1,BALAAGE,,CTM Masters,March 2019,02/03/2019 18:40:00,Round 1,Classictetris,,1,0,5,10,,rvp,ONLYMX13
772,BATFOY,2,0,JJ,,CTM Masters,March 2019,02/03/2019 19:00:00,Round 1,Classictetris,,1,0,23,7,,RYAN AMBURGY,OOFED
773,BRODINDAMP,2,1,LOUIE SKOUIE,,CTM Masters,March 2019,02/03/2019 19:00:00,Round 1,Classictetris,,1,0,2,16,,RYAN L,OOFIE
774,BATFOY,2,1,METALBEAST,,CTM Masters,March 2019,02/03/2019 19:20:00,Quarter-Final,Classictetris,,1,0,24,21,,RYAN RITCHIE,OPAUX
775,JOSEPH,2,0,NINER80,,CTM Masters,March 2019,02/03/2019 19:20:00,Quarter-Final,Classictetris,,1,0,36,6,,RYEN,ORBANOV
776,BEN MULLEN,2,0,BRODINDAMP,,CTM Masters,March 2019,02/03/2019 19:40:00,Quarter-Final,Classictetris,,1,0,49,3,,RYOSOSTO,ORUCS
777,KORYAN,2,0,MOHAMMAD,,CTM Masters,March 2019,02/03/2019 19:40:00,Quarter-Final,Classictetris,,1,0,46,24,,SABLEN,OSCAR
778,JOSEPH,3,1,BEN MULLEN,,CTM Masters,March 2019,02/03/2019 20:00:00,Semi-Final,Classictetris,,1,0,37,50,,SAKURION,OUTCAST
779,KORYAN,3,0,BATFOY,,CTM Masters,March 2019,02/03/2019 20:20:00,Semi-Final,Classictetris,,1,0,47,25,,SALMONTERIYAKI,OWCA
780,KORYAN,3,2,JOSEPH,,CTM Masters,March 2019,02/03/2019 20:40:00,Final,Classictetris,,1,0,48,38,,SALTEDSOFA,OWEN
781,JAVU3,3,1,OFFWO,,CTM Community,March 2019,09/03/2019 18:00:00,Round 0,Vandweller,,1,0,1,2,,SALVOLC,PACKIE
782,TEGAMECH,3,2,KYLEPRECISE,,CTM Community,March 2019,09/03/2019 18:00:00,Round 0,Vandweller,,1,0,4,1,,SAM FINCH,PACO
783,KIRBY703,3,2,Z_WING,,CTM Community,March 2019,09/03/2019 18:20:00,Round 1,Vandweller,,1,0,1,3,,SAM PARRY,PALAO
784,LIMEN,3,0,Z_WING,,CTM Community,March 2019,09/03/2019 18:20:00,Round 0,Vandweller,,1,0,1,4,,SAMANTHA,PANDABEAR314
785,D LO,3,0,VANDWELLER,,CTM Community,March 2019,09/03/2019 18:40:00,Round 1,Vandweller,,1,0,5,9,,SAMTHESPEEDRUNNER,PANQUEQUEQUE
786,JAZZTHIEF,3,2,VANDWELLER,,CTM Community,March 2019,09/03/2019 18:40:00,Round 1,Vandweller,,1,0,19,10,,SARGIN,PARADOINK
787,ANXIECHRIS,3,1,FRIDAYWITCH,,CTM Community,March 2019,09/03/2019 19:00:00,Round 1,Vandweller,,1,0,1,17,,SATURNIC,PASTELCHARLIE
788,NEOTRISSS,3,1,OKTOPUSE,,CTM Community,March 2019,09/03/2019 19:00:00,Round 1,Vandweller,,1,0,11,3,,SAUCE,PAT
789,AMJ,3,1,PMYA,,CTM Community,March 2019,09/03/2019 19:20:00,Round 1,Vandweller,,1,0,1,1,,SAVECATZ,PAT G
790,SCOTTOBOZO,3,1,CHRONOS,,CTM Community,March 2019,09/03/2019 19:20:00,Round 1,Vandweller,,1,0,2,2,,SAVOURYLOBSTER,PATRICK NYFFELER
791,PROFESSOR_L,3,2,TEGAMECH,,CTM Community,March 2019,09/03/2019 19:40:00,Round 1,Vandweller,,1,0,8,5,,SAYMYNAME,PAUL FUJITA
792,STEVEN598,3,0,DIANA,,CTM Community,March 2019,09/03/2019 19:40:00,Round 1,Vandweller,,1,0,6,1,,SCAMPER9,PAUL YEO
793,NOEL,3,1,ZEST,,CTM Community,March 2019,09/03/2019 20:00:00,Round 1,Vandweller,,1,0,10,1,,SCHOOLMASTER,PAULISTER
794,TBRICKS,3,0,JAVU3,,CTM Community,March 2019,09/03/2019 20:00:00,Round 1,Vandweller,,1,0,20,2,,SCHTOIKLE,PEATTETRIS
795,JAVU3,3,2,JAPORTO,,CTM Community,March 2019,09/03/2019 20:20:00,Round 1,Vandweller,,1,0,3,1,,SCOOPMAN,PEEKAYRIC
796,MOODEUCE,3,2,DARTHDREDZ,,CTM Community,March 2019,09/03/2019 20:20:00,Round 1,Vandweller,,1,0,8,17,,SCOTTOBOZO,PEEKAYRIC (DAS)
797,JOHN BYRAM,3,1,LANA,,CTM Community,March 2019,09/03/2019 20:40:00,Round 1,Vandweller,,1,0,1,7,,SCOVIS,PENGUINPANIC
798,WMD_88,3,1,ABACYS,,CTM Community,March 2019,09/03/2019 20:40:00,Round 1,Vandweller,,1,0,19,1,,SEALRV,PEPE
799,TBRICKS,3,1,SCOTTOBOZO,,CTM Community,March 2019,09/03/2019 21:00:00,Round 2,Vandweller,,1,0,21,3,,SEAN MILLER,PERIDOT
800,WMD_88,3,1,PROFESSOR_L,,CTM Community,March 2019,09/03/2019 21:00:00,Round 2,Vandweller,,1,0,20,9,,SEAN1743,PETER (CANADA)
801,AMJ,3,1,LIMEN,,CTM Community,March 2019,09/03/2019 21:20:00,Round 2,Vandweller,,1,0,2,2,,SEANONTWITCH,PETER B
802,JAZZTHIEF,3,2,D LO,,CTM Community,March 2019,09/03/2019 21:20:00,Round 2,Vandweller,,1,0,20,6,,SEBASTIAN,PETER NG
803,JOHN BYRAM,3,1,JAVU3,,CTM Community,March 2019,09/03/2019 21:40:00,Round 2,Vandweller,,1,0,2,4,,SEMILOGO,PETER W (MIDWEST)
804,NEOTRISSS,3,0,STEVEN598,,CTM Community,March 2019,09/03/2019 21:40:00,Round 2,Vandweller,,1,0,12,7,,SEUNGO,PEYTON
805,KIRBY703,3,1,ANXIECHRIS,,CTM Community,March 2019,09/03/2019 22:00:00,Round 2,Vandweller,,1,0,2,2,,SHADOWGUY,PHAMTOM
806,NOEL,3,0,MOODEUCE,,CTM Community,March 2019,09/03/2019 22:00:00,Round 2,Vandweller,,1,0,11,9,,SHAKENBEL,PICKLESPEARS
807,D LO,3,2,TBRICKS,,CTM Community,March 2019,09/03/2019 22:20:00,Quarter-Final,Classictetris,,1,0,7,22,,SHAKIL ASSI,PIEPUSHER
808,NOEL,3,2,WMD_88,,CTM Community,March 2019,09/03/2019 22:20:00,Quarter-Final,Classictetris,,1,0,12,21,,SHANNON,PIKASTAR
809,AMJ,3,0,NEOTRISSS,,CTM Community,March 2019,09/03/2019 22:40:00,Quarter-Final,Classictetris,,1,0,3,13,,SHARKY,PINGO
810,KIRBY703,3,1,JAZZTHIEF,,CTM Community,March 2019,09/03/2019 22:40:00,Quarter-Final,Classictetris,,1,0,3,21,,SHENG,PINILLAR
811,NOEL,3,1,KIRBY703,,CTM Community,March 2019,09/03/2019 23:00:00,Semi-Final,Classictetris,,1,0,13,4,,SHININGFACE,PISSARSE
812,D LO,3,1,AMJ,,CTM Community,March 2019,09/03/2019 23:20:00,Semi-Final,Classictetris,,1,0,8,4,,SHQDWNIGHT,PIW
813,NOEL,3,1,D LO,,CTM Community,March 2019,09/03/2019 23:40:00,Final,Classictetris,,1,0,14,9,,SHUICHI,PIXELANDY
814,CHEEZ,0,3,TEGAMECH,,Tetris Deathmatch,March 2019,16/03/2019 21:00:00,,Classictetris,,0,1,1,6,,SHULPHURIC,PIXELATC
815,KOIRO,2,3,FRAMEDUMP,,Tetris Deathmatch,March 2019,16/03/2019 21:40:00,,Classictetris,,0,1,7,13,,SIDESHOW_BOB,PJ
816,POO_DIEPIO,3,2,PMYA,,Tetris Deathmatch,March 2019,16/03/2019 22:00:00,,Classictetris,,1,0,1,2,,SIDNEV,PJ290
817,FRIDAYWITCH,3,0,JAMEZO,,Tetris Deathmatch,March 2019,16/03/2019 22:20:00,,Classictetris,,1,0,18,1,,SIDNEY,PKD
818,ARCHINA,0,3,CHRISSY FORD,,Tetris Deathmatch,March 2019,16/03/2019 22:40:00,,Classictetris,,0,1,3,12,,SILVER G,PLO
819,CHEEZ,3,0,HORRORKRFT,,Tetris Deathmatch,March 2019,16/03/2019 23:00:00,,Classictetris,,1,0,2,1,,SIRKINGV,PLUTO
820,TEGAMECH,3,0,OFFWO,,Tetris Deathmatch,March 2019,16/03/2019 23:20:00,,Classictetris,,1,0,7,3,,SIRMASER,PMYA
821,BRODINDAMP,3,0,D LO,,Tetris Deathmatch,March 2019,16/03/2019 23:40:00,,Classictetris,,1,0,4,10,,SIXFOUR,POET13
822,JAPORTO,3,1,GABRIEL REZENDE,,Tetris Deathmatch,March 2019,17/03/2019 00:00:00,,Classictetris,,1,0,2,1,,SKAILORD,POKE
823,D LO,2,3,MEGARETROMAN,,Tetris Deathmatch,March 2019,17/03/2019 00:20:00,,Classictetris,,0,1,11,24,,SKANBALL,POKEMONFAN
824,NEOTRISSS,1,3,TEGAMECH,,Tetris Deathmatch,March 2019,17/03/2019 00:40:00,,Classictetris,,0,1,14,8,,SKIB,POKENERD
825,JAPORTO,3,0,MAI,,Tetris Deathmatch,March 2019,17/03/2019 01:00:00,,Classictetris,,1,0,3,1,,SKIPLOGIC,POLICYCHANGES
826,ROY,3,1,AIRETHO,,Tetris Deathmatch,March 2019,17/03/2019 01:20:00,,Classictetris,,1,0,1,1,,SKUCI,POLIDON
827,BEN MULLEN,3,1,MEGARETROMAN,,Tetris Deathmatch,March 2019,17/03/2019 01:40:00,,Classictetris,,1,0,51,25,,SLACKYNESS,POLLO
828,BEN MULLEN,1,3,RICHARD,,Tetris Deathmatch,March 2019,17/03/2019 02:00:00,,Classictetris,,0,1,52,4,,SLAYER69,POO_DIEPIO
829,E_FLAT7,2,3,RICHARD,,Tetris Deathmatch,March 2019,17/03/2019 02:20:00,,Classictetris,,0,1,1,5,,SMOLJORDAN,POOCHY
830,BURKE,2,3,RICHARD,,Tetris Deathmatch,March 2019,17/03/2019 02:40:00,,Classictetris,,0,1,7,6,,SMOOTH MOTION,POOPYOLDHAG
831,CHRIS BARB,2,0,HANKS,,Canada NWOntario,,30/03/2019 20:00:00,Round 1,"Thunder Bay, Ontario, Canada",,1,0,1,1,,SNAILIEN,PORTALLL
832,MACK (CANADA),0,2,TETCHYFND,,Canada NWOntario,,30/03/2019 20:00:00,Round 1,"Thunder Bay, Ontario, Canada",,0,1,1,1,,SNOWGOLFGAL,PORTERRICHTER
833,RYAN L,2,1,JEFF TCHEN,,Canada NWOntario,,30/03/2019 20:00:00,Round 1,"Thunder Bay, Ontario, Canada",,1,0,1,1,,SNOWLILYX,POTATOSEAN
834,CHRIS BARB,0,3,DARTHDREDZ,,Canada NWOntario,,30/03/2019 21:00:00,Semi-Final,"Thunder Bay, Ontario, Canada",,0,1,2,18,,SNUF,POULFA
835,RYAN L,0,3,TETCHYFND,,Canada NWOntario,,30/03/2019 21:00:00,Semi-Final,"Thunder Bay, Ontario, Canada",,0,1,2,2,,SODIUM,POWERNIPS
836,DARTHDREDZ,4,1,TETCHYFND,,Canada NWOntario,,30/03/2019 22:00:00,Final,"Thunder Bay, Ontario, Canada",,1,0,19,3,,SOMALIAN,POWERSLIDE
837,OKTOPUSE,3,1,LIMEN,,CTM Community,April 2019,06/04/2019 00:00:00,Round 1,Vandweller,,1,0,4,3,,SOMALIAN (DAS),PRETZEL
838,JAVU3,3,2,DRKN1CKERS,,CTM Community,April 2019,06/04/2019 13:00:00,Round 1,Chris Foryst,,1,0,5,2,,SOORVIE,PRIMERTECH
839,MOODEUCE,3,1,FBI_STEVO,,CTM Community,April 2019,06/04/2019 16:00:00,Round 1,Vandweller,,1,0,10,1,,SPEEDPERUNA,PRINCE FLUFFY
840,TEGAMECH,3,1,OKTOPUSE,,CTM Community,April 2019,06/04/2019 17:00:00,Round 2,Chris Foryst,,1,0,9,5,,SPOOPYDOOPS,PROCYON
841,NEOTRISSS,3,0,CHRIS FORYST,,CTM Community,April 2019,06/04/2019 19:00:00,Round 1,Moodeuce,,1,0,15,1,,SQR,PROFESSOR_L
842,BATFOY,2,0,NINER80,,CTM Masters,April 2019,06/04/2019 21:00:00,Round 1,Classictetris,,1,0,26,7,,SQUAREWAVE,PSASZ100
843,KORYAN,2,0,OEUFMEANSEGG,,CTM Masters,April 2019,06/04/2019 21:00:00,Round 1,Classictetris,,1,0,49,1,,SRB,PUMIS
844,KORYAN,2,0,BATFOY,,CTM Masters,April 2019,06/04/2019 21:20:00,Quarter-Final,Classictetris,,1,0,50,27,,STACKRABBIT,PUMMYZOI
845,RICHARD,2,0,LASTAROT,,CTM Masters,April 2019,06/04/2019 21:40:00,Round 1,Classictetris,,1,0,7,14,,STACY,PUMPYHEART
846,RICHARD,2,1,HEZZULI,,CTM Masters,April 2019,06/04/2019 22:00:00,Quarter-Final,Classictetris,,1,0,8,21,,STANESLOW,PUPPYBALL
